id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
46190,Verland Foundation,669,Bairdford Road,Gibsonia,PA,15044,West Deer,306,Traditional Boarding Home,1,6/17/84,6/17/84,0,3,0,1,1,-79.86296101,40.628174,669 Bairdford Road Gibsonia PA 15044
46232,Courtyard by Marriott / The Bistro Restaurant,450,Cherrington Parkway,Coraopolis,PA,15108,Moon,202,Chain Restaurant with Liquor,1,8/24/90,8/24/90,48,,0,1,1,,,450 Cherrington Parkway Coraopolis PA 15108
46242,Sunoco #6970,3406,Wm Penn Hwy,Pittsburgh,PA,15235,Wilkins,114,Chain Retail/Convenience Store,1,8/16/90,8/16/90,0,,1650,7,1,-79.81556023,40.43058328,3406 Wm Penn Hwy Pittsburgh PA 15235
46323,Gordon's Restaurant & Lounge,806,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,201,Restaurant with Liquor,1,8/29/90,8/29/90,16,,0,7,1,-80.01995899,40.39338434,806 Brookline Blvd Pittsburgh PA 15226
46333,West View Firemen's Building,398,Perry Highway,Pittsburgh,PA,15229,West View,409,Firehall without Liquor,1,8/28/90,8/28/90,0,,550,1,1,-80.03050977,40.5178118,398 Perry Highway Pittsburgh PA 15229
46335,Sunoco #7414,4528,Ohio River Blvd,Pittsburgh,PA,15202,Bellevue,114,Chain Retail/Convenience Store,1,2/5/92,2/5/92,0,,1600,7,1,-80.06139181,40.4920506,4528 Ohio River Blvd Pittsburgh PA 15202
46347,Highland Park Zoo /Jambo Grill,1,Wild  Place,Pittsburgh,PA,15206,Pittsburgh-111,211,Restaurant without Liquor,1,6/1/90,6/1/90,0,,0,1,1,,,1 Wild  Place Pittsburgh PA 15206
46352,Family Links -18th Ward,843,Climax Street,Pittsburgh,PA,15210,Pittsburgh-118,306,Traditional Boarding Home,0,1/1/85,1/1/85,0,29,0,1,1,-79.99208696,40.42022804,843 Climax Street Pittsburgh PA 15210
46380,CMU / Gesling Stadium / Alpha Phi Omega Concession,5000,Forbes  Avenue,Pittsburgh,PA,15213,Pittsburgh-114,410,Community Service Facility,1,9/11/90,9/11/90,0,,0,1,1,-79.94339579,40.44420502,5000 Forbes  Avenue Pittsburgh PA 15213
46383,Courtyard by Marriott,450,Cherrington Parkway,Coraopolis,PA,15108,Moon,303,Rooming House with Guest food Service,1,1/1/85,1/1/85,0,148,0,1,1,,,450 Cherrington Parkway Coraopolis PA 15108
46397,Armstrong's Restaurant,1136,Thorn Run Rd Ext,Coraopolis,PA,15108,Moon,212,Chain Restaurant without Liquor,1,10/1/90,10/1/90,120,1,0,1,1,-80.20955465,40.50583306,1136 Thorn Run Rd Ext Coraopolis PA 15108
46400,Assumption School Cafeteria,35,Jackson Avenue,Pittsburgh,PA,15202,Bellevue,651,School Full Service Kitchen,9,9/25/90,9/25/90,0,,150,7,1,,,35 Jackson Avenue Pittsburgh PA 15202
46401,St Norbert Church Hall,2413,St Norbert St,Pittsburgh,PA,15234,Pittsburgh-132,407,Church Kitchen,1,9/21/90,9/21/90,0,,500,7,1,,,2413 St Norbert St Pittsburgh PA 15234
46404,Pardee Deli,2430,18th St,Pittsburgh,PA,15203,Pittsburgh-117,113,Retail/Convenience Store,1,9/28/90,9/28/90,0,,750,7,1,,,2430 18th St Pittsburgh PA 15203
46405,Marshall's Lounge,1254,Brookline Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,201,Restaurant with Liquor,1,10/1/90,10/1/90,20,,0,1,1,-80.01102288,40.3919986,1254 Brookline Boulevard Pittsburgh PA 15226
46407,Monroeville United Methodist,219,Center Rd,Monroeville,PA,15146,Monroeville,401,Adult Food Service,1,10/1/90,10/1/90,0,,1000,1,1,-79.76849337,40.44050835,219 Center Rd Monroeville PA 15146
46408,Georgetown Ctr,526,E Bruceton Rd,Pittsburgh,PA,15236,Pleasant Hills,203,Banquet Hall,1,10/3/90,10/3/90,400,,1500,1,1,-79.94780165,40.3281691,526 E Bruceton Rd Pittsburgh PA 15236
46418,Bishop's Pizza,1416,Lincoln Hwy,North Versailles,PA,15137,North Versailles,212,Chain Restaurant without Liquor,1,10/8/90,10/8/90,0,,0,7,1,-79.796187,40.37445339,1416 Lincoln Hwy North Versailles PA 15137
46429,Hunan's Palace,2360,Ardmore Boulevard,Pittsburgh,PA,15221,Forest Hills,211,Restaurant without Liquor,1,10/15/90,10/15/90,57,,0,1,1,-79.84874253,40.4155621,2360 Ardmore Boulevard Pittsburgh PA 15221
46441,Big Lots #164,140,Chartiers Ave / Mckees Rocks Plaza Unit F,Mc Kees Rocks,PA,15136,McKees Rocks,116,Chain Packaged Food Only,2,10/22/90,10/22/90,0,,3757,7,1,,,140 Chartiers Ave / Mckees Rocks Plaza Unit F Mc Kees Rocks PA 15136
46444,Subway Sandwiches & Salads,401,Wood Street,Pittsburgh,PA,15222,Pittsburgh-101,212,Chain Restaurant without Liquor,1,10/22/90,10/22/90,30,,0,7,1,-80.0014098,40.43959658,401 Wood Street Pittsburgh PA 15222
46445,OMBC / Cafe One at BNY Mellon,500,Grant Street,Pittsburgh,PA,15222,Pittsburgh-102,211,Restaurant without Liquor,1,10/18/90,10/18/90,190,,0,7,1,-79.99589389,40.43964626,500 Grant Street Pittsburgh PA 15222
46566,J & K Plus Store #102,901,Elizabeth St,Pittsburgh,PA,15221,Wilkins,114,Chain Retail/Convenience Store,2,7/30/90,7/30/90,0,,1700,1,1,-79.84119692,40.4261976,901 Elizabeth St Pittsburgh PA 15221
46573,The Hollow,5836,Brownsville Rd / 2nd Fl,Pittsburgh,PA,15236,South Park,201,Restaurant with Liquor,1,11/9/80,11/9/80,30,,0,7,1,-79.98719774,40.32777004,5836 Brownsville Rd / 2nd Fl Pittsburgh PA 15236
46577,Sesame Inn Station Sq,125,W Station Sq Dr/ Freight House Shops,Pittsburgh,PA,15219,Pittsburgh-119,202,Chain Restaurant with Liquor,1,11/30/90,11/30/90,80,,0,7,1,,,125 W Station Sq Dr/ Freight House Shops Pittsburgh PA 15219
46646,Grandview Saloon & Coal Hill Steakhouse,1212,Grandview Ave,Pittsburgh,PA,15211,Pittsburgh-119,201,Restaurant with Liquor,0,12/20/90,12/20/90,96,,0,1,1,-80.01852407,40.43812644,1212 Grandview Ave Pittsburgh PA 15211
46651,Tugboat's,105,West Street,East Pittsburgh,PA,15112,Chalfant,201,Restaurant with Liquor,1,7/29/90,7/29/90,38,,0,1,1,-79.84198055,40.41039053,105 West Street East Pittsburgh PA 15112
46656,Jim's Pub,2612,Liberty Way,Mc Keesport,PA,15133,Liberty Boro,201,Restaurant with Liquor,1,9/4/90,9/4/90,30,,0,1,1,-79.85648662,40.32830977,2612 Liberty Way Mc Keesport PA 15133
46669,Peanutz,408,E Ohio St,Pittsburgh,PA,15212,Pittsburgh-123,201,Restaurant with Liquor,0,12/20/90,12/20/90,44,,0,7,3,-80.00130603,40.45351256,408 E Ohio St Pittsburgh PA 15212
46671,McDonald's #1450,608,Wood Street,Pittsburgh,PA,15222,Pittsburgh-102,212,Chain Restaurant without Liquor,1,1/4/91,1/4/91,89,,0,1,1,-79.99894995,40.4422841,608 Wood Street Pittsburgh PA 15222
46674,Compass Club,2155,Centre Ave,Pittsburgh,PA,15219,Pittsburgh-105,250,Social Club-Bar Only,2,1/29/91,1/29/91,99,,0,1,1,-79.97721609,40.44525923,2155 Centre Ave Pittsburgh PA 15219
46684,Elizabeth VFD Social Hall,101,1st  St,Elizabeth,PA,15037,Elizabeth Borough,409,Firehall without Liquor,1,1/3/91,1/3/91,0,,0,1,1,,,101 1st  St Elizabeth PA 15037
46690,Sharp Edge Beer Emporium,302,Saint Clair Street,Pittsburgh,PA,15206,Pittsburgh-108,202,Chain Restaurant with Liquor,1,12/2/90,12/2/90,120,,0,1,1,,,302 Saint Clair Street Pittsburgh PA 15206
46699,Etna Volunteer Fire Dept,27,Crescent Street,Pittsburgh,PA,15223,Etna,409,Firehall without Liquor,2,1/3/91,1/3/91,30,,0,1,1,-79.94844575,40.50285496,27 Crescent Street Pittsburgh PA 15223
46708,Eat'n Park #53,1605,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,212,Chain Restaurant without Liquor,1,2/4/91,2/4/91,212,,0,1,1,,,1605 Braddock Avenue Pittsburgh PA 15218
46711,Brentwood Cafe,3615,Brownsville Rd,Pittsburgh,PA,15227,Brentwood,201,Restaurant with Liquor,1,1/1/40,1/1/40,10,,0,7,1,-79.9752994,40.37351824,3615 Brownsville Rd Pittsburgh PA 15227
46718,Elegant Accent Catering,1620,Painters Run Road,Pittsburgh,PA,15243,Upper St Clair,100,Caterer,1,6/30/91,6/30/91,0,,2000,1,1,-80.07082423,40.36113533,1620 Painters Run Road Pittsburgh PA 15243
46733,Paragon Food Service,55,36th St,Pittsburgh,PA,15201,Pittsburgh-106,172,Food Processor,1,1/8/91,1/8/91,0,,25000,7,1,-79.9694374,40.46750945,55 36th St Pittsburgh PA 15201
46734,L A Grocery,511,Larimer Ave,Pittsburgh,PA,15206,Pittsburgh-112,113,Retail/Convenience Store,1,12/12/90,12/12/90,0,,750,1,1,-79.91416092,40.46555627,511 Larimer Ave Pittsburgh PA 15206
46744,Golden Palace Buffet,3607,Forbes Ave,Pittsburgh,PA,15213,Pittsburgh-104,211,Restaurant without Liquor,1,1/11/91,1/11/91,100,,0,1,1,-79.95822501,40.4409008,3607 Forbes Ave Pittsburgh PA 15213
46747,Jimmy & Nino Sunseri Warehouse,2400,Smallman Street,Pittsburgh,PA,15222,Pittsburgh-102,152,Refrigerated Warehouse,2,2/20/91,2/20/91,0,,36000,1,1,-79.98110287,40.45397075,2400 Smallman Street Pittsburgh PA 15222
46751,Alle-Kiski Area Hope Center,413,6th Avenue,Tarentum,PA,15084,Tarentum,306,Traditional Boarding Home,1,1/1/85,1/1/85,0,8,0,7,1,,,413 6th Avenue Tarentum PA 15084
46771,Frisch's,530E,Caste Village Shopping Center,Pittsburgh,PA,15236,Whitehall,201,Restaurant with Liquor,1,2/12/91,2/12/91,92,,0,1,1,,,530E Caste Village Shopping Center Pittsburgh PA 15236
46780,Desalla Pizza,708,E Warrington Ave,Pittsburgh,PA,15210,Pittsburgh-118,211,Restaurant without Liquor,1,12/24/90,12/24/90,0,,0,1,1,-79.99535487,40.42164864,708 E Warrington Ave Pittsburgh PA 15210
46805,J B Pizza,2513,Transport St,Pittsburgh,PA,15234,Pittsburgh-132,211,Restaurant without Liquor,1,1/4/91,1/4/91,0,,0,1,1,-79.99724768,40.38225234,2513 Transport St Pittsburgh PA 15234
46808,The Ferris Wheel,2122,Brownsville Rd,Pittsburgh,PA,15210,Pittsburgh-129,211,Restaurant without Liquor,1,1/4/91,1/4/91,50,,0,7,1,-79.98724968,40.39244936,2122 Brownsville Rd Pittsburgh PA 15210
46818,Rite Aid Pharmacies #10919,4534,Broadway Blvd,Monroeville,PA,15146,Monroeville,116,Chain Packaged Food Only,2,2/8/91,2/8/91,0,,650,1,1,-79.76709607,40.38982281,4534 Broadway Blvd Monroeville PA 15146
46825,Wings Suds & Spuds,8806,University Blvd,Coraopolis,PA,15108,Moon,201,Restaurant with Liquor,1,1/2/91,1/2/91,48,,0,1,1,-80.22347393,40.50544836,8806 University Blvd Coraopolis PA 15108
46832,Giant Eagle #619,1705,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,112,Chain Supermarket,1,2/27/91,2/27/91,0,,71000,1,1,,,1705 Braddock Avenue Pittsburgh PA 15218
46834,Beehive Coffeehouse / Rowdy Buck,1323,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,201,Restaurant with Liquor,1,2/11/91,2/11/91,75,,0,1,1,,,1323 E Carson St Pittsburgh PA 15203
46846,Joyce's Copper Kettle Fudge,820,Mifflin Rd,Pittsburgh,PA,15207,Pittsburgh-131,172,Food Processor,1,12/10/90,12/10/90,0,,1200,7,1,-79.92437012,40.37906085,820 Mifflin Rd Pittsburgh PA 15207
46862,McDonald's #1862,3708,Forbes Ave,Pittsburgh,PA,15213,Pittsburgh-104,212,Chain Restaurant without Liquor,1,3/5/91,3/5/91,99,,0,1,1,-79.95715072,40.44113934,3708 Forbes Ave Pittsburgh PA 15213
46893,Fat Cat's Subs,1401,Freeport Road,Cheswick,PA,15024,Harmar,211,Restaurant without Liquor,0,2/28/91,2/28/91,15,,0,1,1,-79.80932593,40.5409351,1401 Freeport Road Cheswick PA 15024
46898,A Taste Of India,4320,Penn Avenue,Pittsburgh,PA,15224,Pittsburgh-109,211,Restaurant without Liquor,1,3/7/91,3/7/91,48,,0,1,1,-79.95352584,40.46574759,4320 Penn Avenue Pittsburgh PA 15224
46908,GNC Warehouse,,Buncher Industrial Park / Bldg  15A,Leetsdale,PA,15056,Leetsdale,151,Warehouse,2,3/26/91,3/26/91,0,,225000,1,1,,,Buncher Industrial Park / Bldg  15A Leetsdale PA 15056
46914,Giovanni's Pizza & Restaurant,1506,5th Avenue,Pittsburgh,PA,15219,Pittsburgh-101,211,Restaurant without Liquor,1,3/26/91,3/26/91,38,,0,1,1,-79.98483037,40.43830082,1506 5th Avenue Pittsburgh PA 15219
46916,Faber Coe & Gregg,500,Grant Street,Pittsburgh,PA,15219,Pittsburgh-102,116,Chain Packaged Food Only,2,4/1/91,4/1/91,0,,50,1,1,-79.99589389,40.43964626,500 Grant Street Pittsburgh PA 15219
46918,Remember When,3860,Chartiers Ave,Pittsburgh,PA,15204,Pittsburgh-128,211,Restaurant without Liquor,1,4/8/91,4/8/91,0,,0,7,1,-80.07698807,40.45907012,3860 Chartiers Ave Pittsburgh PA 15204
46929,Rea's Restaurant,401,Ferree  Street,Coraopolis,PA,15108,Coraopolis,211,Restaurant without Liquor,1,4/6/91,4/6/91,28,,0,1,1,-80.15324336,40.51407968,401 Ferree  Street Coraopolis PA 15108
46938,Pierogies Plus,342,Island Ave,Mc Kees Rocks,PA,15136,McKees Rocks,172,Food Processor,1,4/8/91,4/8/91,0,,2200,1,1,-80.05996731,40.46894994,342 Island Ave Mc Kees Rocks PA 15136
46966,Applebee's Neighborhood Grill & Bar #2020012,4801,McKnight  Road,Pittsburgh,PA,15237,Ross,202,Chain Restaurant with Liquor,1,5/13/91,5/13/91,139,,0,1,1,-80.00879424,40.5263639,4801 McKnight  Road Pittsburgh PA 15237
46995,Donny's Place,1226,Herron Ave,Pittsburgh,PA,15219,Pittsburgh-106,201,Restaurant with Liquor,1,4/19/91,4/19/91,30,,0,7,1,-79.96570511,40.45920318,1226 Herron Ave Pittsburgh PA 15219
47005,Hazelwood Head Start Cafeteria,4900,2nd  Ave,Pittsburgh,PA,15207,Pittsburgh-115,403,Child Food Service,1,4/29/91,4/29/91,0,,244,1,1,-79.94436364,40.40976713,4900 2nd  Ave Pittsburgh PA 15207
47006,Papa Rocks Pizza,4512,Broadway Ave,Monroeville,PA,15146,Monroeville,201,Restaurant with Liquor,1,4/23/91,4/23/91,116,,0,1,1,,,4512 Broadway Ave Monroeville PA 15146
47010,Jadens Family Dining,4727,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,211,Restaurant without Liquor,1,4/23/91,4/23/91,152,,0,1,1,-79.73120642,40.43336134,4727 Wm Penn Hwy Monroeville PA 15146
47066,Rosing Lounge,7217,Frankstown Ave,Pittsburgh,PA,15208,Pittsburgh-113,201,Restaurant with Liquor,1,5/24/91,5/24/91,46,,0,1,1,-79.89537363,40.45744373,7217 Frankstown Ave Pittsburgh PA 15208
47108,Shop 'n Save Penn Hills,2820,Universal  Road,Pittsburgh,PA,15235,Penn Hills,112,Chain Supermarket,0,5/31/91,5/31/91,0,,33000,1,1,,,2820 Universal  Road Pittsburgh PA 15235
47115,Carbonara's Ristorante,250,Mt Lebanon  Boulevard,Pittsburgh,PA,15234,Castle Shannon,201,Restaurant with Liquor,0,6/25/91,6/25/91,92,,0,1,1,,,250 Mt Lebanon  Boulevard Pittsburgh PA 15234
47117,China Palace III,409,Broad Street,Sewickley,PA,15143,Sewickley,202,Chain Restaurant with Liquor,0,6/28/91,6/28/91,102,,0,1,1,,,409 Broad Street Sewickley PA 15143
47137,Glassport Boro Field Concession,,9th & Monongahela Ave,Glassport,PA,15045,Glassport,410,Community Service Facility,1,7/10/85,7/10/85,0,,500,1,1,,,9th & Monongahela Ave Glassport PA 15045
47148,Mt Lebanon Baseball Assoc,900,Cedar Boulevard,Pittsburgh,PA,15228,Mt Lebanon,410,Community Service Facility,1,5/31/91,5/31/91,0,,460,1,1,-80.0553284,40.37405479,900 Cedar Boulevard Pittsburgh PA 15228
47157,Sunoco #7362,19090,Perry Highway,Mars,PA,16046,Marshall,114,Chain Retail/Convenience Store,1,6/26/91,6/26/91,0,,4200,7,1,-80.09816237,40.67386555,19090 Perry Highway Mars PA 16046
47160,Dairy Queen,1120,Lincoln Hwy,North Versailles,PA,15137,North Versailles,212,Chain Restaurant without Liquor,1,6/18/91,6/18/91,0,,0,1,1,-79.80207017,40.37738359,1120 Lincoln Hwy North Versailles PA 15137
47161,Chan An Restaurants,37,Walsh  Road,Pittsburgh,PA,15205,Crafton,212,Chain Restaurant without Liquor,0,6/27/91,6/27/91,40,,0,1,1,-80.07098828,40.44014656,37 Walsh  Road Pittsburgh PA 15205
47179,Dee's Market,1116,Bell Ave,Braddock,PA,15104,North Braddock,113,Retail/Convenience Store,1,7/2/91,7/2/91,0,,500,7,1,-79.85953903,40.40084971,1116 Bell Ave Braddock PA 15104
47182,Barb's Country Kitchen,4711,Butler St,Pittsburgh,PA,15201,Pittsburgh-109,201,Restaurant with Liquor,1,5/1/91,5/1/91,49,,0,1,1,-79.95790123,40.47450187,4711 Butler St Pittsburgh PA 15201
47200,Angelo's Pizzeria,4766,Liberty Avenue,Pittsburgh,PA,15224,Pittsburgh-108,211,Restaurant without Liquor,1,7/8/91,7/8/91,28,,0,1,1,-79.94789858,40.46081281,4766 Liberty Avenue Pittsburgh PA 15224
47228,Moonlight Express #3 (YJJ-2476) MFF4,4039,Penn  Avenue,Pittsburgh,PA,15224,Pittsburgh-109,119,Mobile,0,7/3/91,7/3/91,0,,1,7,1,-79.95643454,40.4655787,4039 Penn  Avenue Pittsburgh PA 15224
47256,Boomerang Bar,1928,Monongahela Avenue,Pittsburgh,PA,15218,Swissvale,201,Restaurant with Liquor,1,5/2/91,5/2/91,25,,0,1,1,-79.890122,40.42104789,1928 Monongahela Avenue Pittsburgh PA 15218
47264,The Country Kitchen,1015,5th St,West Elizabeth,PA,15088,West Elizabeth,211,Restaurant without Liquor,1,7/22/91,7/22/91,45,,0,1,1,-79.90014918,40.26968541,1015 5th St West Elizabeth PA 15088
47265,Kaelin's Farm Kitchen,2547,Brandt School Rd,Wexford,PA,15090,Franklin Park,211,Restaurant without Liquor,1,7/3/91,7/3/91,21,,0,1,1,-80.08849151,40.60698177,2547 Brandt School Rd Wexford PA 15090
47275,Bruster's Ice Cream & Yogurt,2569,Brandt School Rd,Wexford,PA,15090,Franklin Park,212,Chain Restaurant without Liquor,1,6/11/91,6/11/91,0,,0,7,1,-80.09122587,40.61394448,2569 Brandt School Rd Wexford PA 15090
47291,Woodside Place Of Oakmont Rooms,1215,Hulton Road,Oakmont,PA,15139,Oakmont,304,Personal Care Boarding Home,0,1/1/85,1/1/85,0,30,0,1,1,-79.82882467,40.5262351,1215 Hulton Road Oakmont PA 15139
47329,Trolley Barn Eatery,3360,Library  Road,Pittsburgh,PA,15234,Castle Shannon,211,Restaurant without Liquor,1,5/22/91,5/22/91,42,,0,1,1,-80.01300766,40.36841256,3360 Library  Road Pittsburgh PA 15234
47339,Franciscan Spirit & Life Center / Activities Hall Kitchen,1401,Hamilton Rd,Pittsburgh,PA,15234,Whitehall,407,Church Kitchen,2,6/13/91,6/13/91,0,,200,7,1,-80.01403494,40.36071077,1401 Hamilton Rd Pittsburgh PA 15234
47340,Subway Sandwiches & Salads,2351,Noblestown Road,Pittsburgh,PA,15205,Greentree,212,Chain Restaurant without Liquor,1,8/1/91,8/1/91,30,,0,1,1,-80.05520175,40.42679082,2351 Noblestown Road Pittsburgh PA 15205
47348,Subway Sandwiches & Salads,39,Walsh  Road,Pittsburgh,PA,15205,Crafton,212,Chain Restaurant without Liquor,1,6/11/91,6/11/91,28,,0,1,1,-80.07096396,40.44021267,39 Walsh  Road Pittsburgh PA 15205
47367,Bellisario's Restaurant,1710,Duncan Ave,Allison Park,PA,15101,McCandless,201,Restaurant with Liquor,0,8/12/91,8/12/91,68,,0,1,1,-79.99820257,40.56620339,1710 Duncan Ave Allison Park PA 15101
47448,Wendy's Old Fashioned Hamburgers #1622376,1703,S Braddock Ave,Pittsburgh,PA,15218,Edgewood,212,Chain Restaurant without Liquor,0,8/1/91,8/1/91,96,,0,7,1,-79.88806007,40.42539946,1703 S Braddock Ave Pittsburgh PA 15218
47449,Dynamite Day Care,321,6th Avenue,Tarentum,PA,15084,Tarentum,403,Child Food Service,1,8/1/91,8/1/91,0,,60,1,1,,,321 6th Avenue Tarentum PA 15084
47473,Homick's Catering,1139,Pacific Avenue,Brackenridge,PA,15014,Brackenridge,100,Caterer,1,7/19/91,7/19/91,0,,117,1,1,-79.73751122,40.613978,1139 Pacific Avenue Brackenridge PA 15014
47509,Mallorca,2228,E Carson St,Pittsburgh,PA,15203,Pittsburgh-116,201,Restaurant with Liquor,1,8/19/91,8/19/91,90,,0,1,1,-79.97338453,40.42808786,2228 E Carson St Pittsburgh PA 15203
47574,Calgon Carbon Corp Empoyee Cafeteria,400,Calgon Carbon Dr,Pittsburgh,PA,15205,Robinson,211,Restaurant without Liquor,0,8/23/91,8/23/91,62,,0,7,1,,,400 Calgon Carbon Dr Pittsburgh PA 15205
47591,T.G.I. Friday's #1818,240,Mall  Boulevard,Monroeville,PA,15146,Monroeville,202,Chain Restaurant with Liquor,1,9/17/91,9/17/91,262,,0,1,1,-79.78775472,40.43373322,240 Mall  Boulevard Monroeville PA 15146
47598,Kane Regional Center Hospital / Glen Hazel,955,Rivermont Drive,Pittsburgh,PA,15207,Pittsburgh-115,309,Nursing Home/Fee Exempt,1,1/1/85,1/1/85,0,192,0,1,1,-79.93035057,40.40793795,955 Rivermont Drive Pittsburgh PA 15207
47603,Michael A's Restaurant,804,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,201,Restaurant with Liquor,1,9/3/91,9/3/91,90,,0,1,1,-79.84094257,40.52403325,804 Allegheny River Boulevard Oakmont PA 15139
47606,Cheswick Christian Academy,1407,Pittsburgh Street,Cheswick,PA,15024,Cheswick,651,School Full Service Kitchen,9,9/20/91,9/20/91,0,,1000,1,1,-79.80032462,40.54182486,1407 Pittsburgh Street Cheswick PA 15024
47610,Silky's Crow's Nest,5,19th (River Rd) Street,Pittsburgh,PA,15215,Sharpsburg,202,Chain Restaurant with Liquor,0,8/19/91,8/19/91,129,,0,1,1,,,5 19th (River Rd) Street Pittsburgh PA 15215
47614,Giant Eagle #695,200,Allegheny River Boulevard,Verona,PA,15147,Verona,112,Chain Supermarket,1,8/29/91,8/29/91,0,,40000,1,1,-79.84447255,40.49923446,200 Allegheny River Boulevard Verona PA 15147
47615,Pickles Pizza & Sandwich Emporium,424,Ohio  Street,Pittsburgh,PA,15212,Pittsburgh-123,211,Restaurant without Liquor,0,9/16/91,9/16/91,40,,0,7,1,,,424 Ohio  Street Pittsburgh PA 15212
47643,Jenny Craig Wgt Loss Ctr #1253,1954,Greentree Road,Pittsburgh,PA,15220,Scott,116,Chain Packaged Food Only,2,9/23/91,9/23/91,0,,300,1,1,-80.06709676,40.39549774,1954 Greentree Road Pittsburgh PA 15220
47644,Jenny Craig Wgt Loss Ctr #1251,4885,McKnight Road,Pittsburgh,PA,15237,Ross,116,Chain Packaged Food Only,2,9/23/91,9/23/91,0,,300,7,1,-80.01015153,40.52970478,4885 McKnight Road Pittsburgh PA 15237
47649,Moio's Italian Pastry Shop,4209,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,117,Bakery,1,9/27/91,9/27/91,0,,4600,1,1,-79.76152742,40.43956612,4209 Wm Penn Hwy Monroeville PA 15146
47650,SVH Hospitality Shop,720,Blackburn Road,Sewickley,PA,15143,Sewickley,410,Community Service Facility,2,10/2/91,10/2/91,0,,100,1,1,-80.1780645,40.54307389,720 Blackburn Road Sewickley PA 15143
47672,T.G.I.  Friday's,5300,Corporate Dr,Pittsburgh,PA,15237,McCandless,202,Chain Restaurant with Liquor,0,9/10/91,9/10/91,193,,0,7,1,-80.02468466,40.56253334,5300 Corporate Dr Pittsburgh PA 15237
47679,T.G.I. Friday's #1817,2800,Oxford Drive,Bethel Park,PA,15102,Bethel Park,202,Chain Restaurant with Liquor,0,10/10/91,10/10/91,259,,0,1,1,-80.04883765,40.34561286,2800 Oxford Drive Bethel Park PA 15102
47709,Rite Aid Pharmacies #10915,109,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,116,Chain Packaged Food Only,2,10/21/91,10/21/91,0,,1200,1,1,-79.84286102,40.5126436,109 Allegheny River Boulevard Oakmont PA 15139
47714,AGH Center For Children / Bright Horizons,621,E North Ave,Pittsburgh,PA,15212,Pittsburgh-123,653,School Satellite Kitchen,1,9/30/91,9/30/91,0,,120,1,1,,,621 E North Ave Pittsburgh PA 15212
47717,Gabriel Brothers,5505,Century  Drive,West Mifflin,PA,15122,West Mifflin,116,Chain Packaged Food Only,2,8/13/91,8/13/91,0,,406,1,1,-79.94246115,40.34194822,5505 Century  Drive West Mifflin PA 15122
47720,Chili's Grill & Bar #386,2207,Mountain View  Drive,West Mifflin,PA,15122,West Mifflin,202,Chain Restaurant with Liquor,1,11/11/91,11/11/91,200,,0,1,1,-79.94415398,40.3464399,2207 Mountain View  Drive West Mifflin PA 15122
47722,GNC #2195,1023,West View Park Dr,Pittsburgh,PA,15229,West View,116,Chain Packaged Food Only,2,10/23/91,10/23/91,0,,1600,7,1,,,1023 West View Park Dr Pittsburgh PA 15229
47748,Sigma Alpha Epsilon,1085,Morewood Ave,Pittsburgh,PA,15213,Pittsburgh-114,413,"Hospital, Gov, University (limited)",1,10/15/91,10/15/91,30,,0,1,1,-79.94244836,40.4449246,1085 Morewood Ave Pittsburgh PA 15213
47753,Applebee's Neighborhood Grill & Bar #2020013,1601,Braddock Avenue,Pittsburgh,PA,15218,Edgewood,202,Chain Restaurant with Liquor,1,11/1/91,11/1/91,155,,0,1,1,,,1601 Braddock Avenue Pittsburgh PA 15218
47756,Ben Franklin Elementary School Cafeteria,5400,Florida Avenue,Bethel Park,PA,15102,Bethel Park,651,School Full Service Kitchen,9,10/1/91,10/1/91,0,,72,1,1,-80.0323371,40.32473245,5400 Florida Avenue Bethel Park PA 15102
47777,Sushi Too,5432,Walnut St,Pittsburgh,PA,15232,Pittsburgh-107,202,Chain Restaurant with Liquor,0,11/9/91,11/9/91,79,,0,7,1,-79.9341225,40.45075153,5432 Walnut St Pittsburgh PA 15232
47797,Bishop's Pizza,114,Whitaker St,Homestead,PA,15120,Whitaker,212,Chain Restaurant without Liquor,1,10/28/91,10/28/91,0,,0,1,1,-79.88793363,40.40103105,114 Whitaker St Homestead PA 15120
47807,Angels' Place / Swissvale,2538,Woodstock Avenue,Pittsburgh,PA,15218,Swissvale,403,Child Food Service,1,11/5/91,11/5/91,0,,351,1,1,-79.87813682,40.41533121,2538 Woodstock Avenue Pittsburgh PA 15218
47808,Barto's Bar,859/861,5th Ave,Coraopolis,PA,15108,Coraopolis,201,Restaurant with Liquor,1,7/8/91,7/8/91,35,,0,1,1,,,859/861 5th Ave Coraopolis PA 15108
47817,Kmart #4793,1775,S Braddock Ave,Pittsburgh,PA,15218,Edgewood,116,Chain Packaged Food Only,2,11/5/91,11/5/91,0,,336,7,1,-79.88593211,40.42860473,1775 S Braddock Ave Pittsburgh PA 15218
